,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
10,1388757115951620097,1388757115951620096,2021-05-02 09:27:52 ora legale Europa occidentale,2021-05-02,09:27:52,200,526530582,tg2rai,Tg2,,"#Covid19, superano i 20 milioni le somministrazioni di #vaccino in #Italia mentre diminuiscono leggermente contagi e decessi. Preoccupa ancora la variante indiana  https://t.co/9mPmxASo76",it,[],[],[],3,2,1,"['covid19', 'vaccino', 'italia']",[],https://twitter.com/tg2rai/status/1388757115951620097,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1388757052571496454/pu/img/oSBGa3QUzo8Ugh-r.jpg,,,,,,,[],,,,
0,1390766449472512005,1390766449472512000,2021-05-07 22:32:15 ora legale Europa occidentale,2021-05-07,22:32:15,200,54717228,ilmeteoit,IL METEO.it,,#COVID: in #RUSSIA le prime #DOSI di #VACCINO per gli #ANIMALI. #Tutte le #INFORMAZIONI nel #VIDEO  https://t.co/JC8c6dtiyi,it,[],['https://www.ilmeteo.it/notizie/covid-in-russia-le-prime-dosi-di-vaccino-per-gli-animali-tutte-le-informazioni-nel-video-135813'],[],0,0,0,"['covid', 'russia', 'dosi', 'vaccino', 'animali', 'tutte', 'informazioni', 'video']",[],https://twitter.com/ilmeteoit/status/1390766449472512005,False,,0,,,,,,,,[],,,,
1,1390743582919831555,1390743582919831552,2021-05-07 21:01:23 ora legale Europa occidentale,2021-05-07,21:01:23,200,127230388,pazienti,Pazienti,,"Ultime news sul #vaccino contro #Covid19: Pfizer è pronta e la richiesta ufficiale è stata inoltrata all'Ema, affinché siano valutati i risultati del trial effettuato sui 16enni. Se tutto dovesse essere confermato, si partirà già da giugno 👇  https://t.co/cB9Hyuqclt",it,[],['https://www.pazienti.it/news-di-salute/pfizer-da-giugno-in-arrivo-il-vaccino-per-gli-adolescenti-06052021?utm_source=twitter&utm_medium=social&utm_campaign=vaccino-adolescenti'],[],0,0,0,"['vaccino', 'covid19']",[],https://twitter.com/pazienti/status/1390743582919831555,False,,0,,,,,,,,[],,,,
2,1390720585798279169,1390720585798279168,2021-05-07 19:30:00 ora legale Europa occidentale,2021-05-07,19:30:00,200,3292873475,tgrraiveneto,Tgr Rai Veneto,,"Il via alle 16 e subito il portale è stato preso d'assalto, tanto che ad un certo punto è andato in tilt. I posti a disposizione e le dosi sono 800 mila, fino al 9 giugno.  #coronavirus #vaccino #ioseguoTgr #Veneto   https://t.co/HuDgKC05Jr",it,[],['https://www.rainews.it/tgr/veneto/video/2021/05/ven-Coronavirus-Veneto-punto-sanitario-7-maggio-aperte-prenotazioni-vaccino-over-50-portale-in-tilt-121cacb2-9d51-4cc5-974d-5dd91a90dbb8.html?wt_mc=2.social.tw.redtgrveneto_ven-Coronavirus-Veneto-punto-sanitario-7-maggio-aperte-prenotazioni-vaccino-over-50-portale-in-tilt.&wt'],[],0,0,1,"['coronavirus', 'vaccino', 'ioseguotgr', 'veneto']",[],https://twitter.com/TgrRaiVeneto/status/1390720585798279169,False,,0,,,,,,,,[],,,,
3,1390713268344401923,1390713268344401920,2021-05-07 19:00:56 ora legale Europa occidentale,2021-05-07,19:00:56,200,420351046,sole24ore,IlSole24ORE,,"Lotta al #Covid, presto il #vaccino anche per i ragazzi tra 12 e 15 anni. In #Italia si registra un calo delle #nascite mai visto dal 1979 ad oggi. Se ne parla oggi a #Start, il #podcast del #Sole24Ore:  https://t.co/IPIyfDQh6e  https://t.co/hqYIcPO3ut",it,[],['https://linktr.ee/sole24ore'],"['https://pbs.twimg.com/media/E0zOV-5XEAALs2n.jpg', 'https://pbs.twimg.com/media/E0zOWHdXEAcw2TV.jpg', 'https://pbs.twimg.com/media/E0zOWPeX0AYgg04.jpg']",2,3,13,"['covid', 'vaccino', 'italia', 'nascite', 'start', 'podcast', 'sole24ore']",[],https://twitter.com/sole24ore/status/1390713268344401923,False,,1,https://pbs.twimg.com/media/E0zOV-5XEAALs2n.jpg,,,,,,,[],,,,
4,1390704428718624768,1390704428718624768,2021-05-07 18:25:48 ora legale Europa occidentale,2021-05-07,18:25:48,200,994453158301786113,ambcina,Ambasciata Repubblica Popolare Cinese in Italia,,L'#OMS (@WHO) autorizza il #vaccino cinese #Sinopharm per uso di emergenza.,it,"[{'screen_name': 'who', 'name': 'world health organization (who)', 'id': '14499829'}]",[],[],1,6,15,"['oms', 'vaccino', 'sinopharm']",[],https://twitter.com/AmbCina/status/1390704428718624768,False,https://twitter.com/WHO/status/1390687839344635908,0,,,,,,,,[],,,,
5,1390682961981415428,1390682961981415424,2021-05-07 17:00:30 ora legale Europa occidentale,2021-05-07,17:00:30,200,828717014,tgla7,Tg La7,,#Vaccino: Berlino vuole raccomandare J&amp;Johnson a over-60  https://t.co/5QLf4b8Jab,it,[],[],['https://pbs.twimg.com/media/E0yyxwVXsAQCpl2.jpg'],0,3,3,['vaccino'],[],https://twitter.com/TgLa7/status/1390682961981415428,False,,1,https://pbs.twimg.com/media/E0yyxwVXsAQCpl2.jpg,,,,,,,[],,,,
6,1390682919115665409,1390682919115665408,2021-05-07 17:00:20 ora legale Europa occidentale,2021-05-07,17:00:20,200,174589147,provinciatrento,Provincia Trento,,"💉🦠#vaccino #anticovid: la copertura nella fascia d’età da 80 anni in su tocca l’89%, nella fascia 70-79 anni si raggiunge il 79% e in quella dai 60 ai 69 anni il 59%, per i 50-59enni, le cui prenotazioni sono scattate da mercoledì, siamo al 30%  👉 https://t.co/JtAeDrPbeV  https://t.co/4n2HHjI9Kc",it,[],['https://bit.ly/3f4S50K'],"['https://pbs.twimg.com/media/E0yyUTkWQAM07ov.jpg', 'https://pbs.twimg.com/media/E0yyfyFWQAMSXM8.jpg']",0,1,5,"['vaccino', 'anticovid']",[],https://twitter.com/ProvinciaTrento/status/1390682919115665409,False,,1,https://pbs.twimg.com/media/E0yyUTkWQAM07ov.jpg,,,,,,,[],,,,
7,1390678027835781126,1390678027835781120,2021-05-07 16:40:54 ora legale Europa occidentale,2021-05-07,16:40:54,200,37175098,gqitalia,gqitalia,,"La campagna vaccinale accelera, ora tocca gli over 50 #vaccino #covid #over50   https://t.co/VONhhVtAFk",it,[],['https://bit.ly/33nDdVV'],[],0,0,1,"['vaccino', 'covid', 'over50']",[],https://twitter.com/GQitalia/status/1390678027835781126,False,,0,,,,,,,,[],,,,
8,1390674067049656327,1390674067049656320,2021-05-07 16:25:09 ora legale Europa occidentale,2021-05-07,16:25:09,200,60608418,regioneer,RegioneEmiliaRomagna,,"#sanitaER #coronavirus l’aggiornamento: su 29.543 tamponi, 871 nuovi positivi (2,9%). 729 guariti, ricoveri in calo. Il 95,9% dei casi attivi è in isolamento a casa; 16 decessi #vaccino oltre 1 milione 855mila dosi somministrate  https://t.co/khtnmQfDYP  https://t.co/JY6ELwONyv",it,[],['https://bit.ly/3ba8Gzh'],['https://pbs.twimg.com/media/E0yp6vFWUAUC_sG.jpg'],2,8,33,"['sanitaer', 'coronavirus', 'vaccino']",[],https://twitter.com/RegioneER/status/1390674067049656327,False,,1,https://pbs.twimg.com/media/E0yp6vFWUAUC_sG.jpg,,,,,,,[],,,,
9,1390647603549937667,1390647603549937664,2021-05-07 14:40:00 ora legale Europa occidentale,2021-05-07,14:40:00,200,469398862,agenzia_dire,Agenzia DIRE,,"#Vaccino, Garattini: “Per stop #brevetti non serve #Wto. La legge è pronta, basta volerlo”.   https://t.co/1nbqJ4FUzp",it,[],['https://www.dire.it/07-05-2021/630827-vaccino-garattini-per-stop-brevetti-non-serve-wto-la-legge-e-pronta-basta-volerlo/'],[],0,1,1,"['vaccino', 'brevetti', 'wto']",[],https://twitter.com/Agenzia_Dire/status/1390647603549937667,False,,0,,,,,,,,[],,,,
10,1390630528592777219,1390630528592777216,2021-05-07 13:32:09 ora legale Europa occidentale,2021-05-07,13:32:09,200,54717228,ilmeteoit,IL METEO.it,,#VACCINO #ASTRAZENECA più pericoloso per le #DONNE. #Parla l'ESPERTA  https://t.co/aDRgJFVcIw,it,[],['https://www.ilmeteo.it/notizie/vaccino-astrazeneca-solo-a-uomini-over-60-per-le-donne-un-rischio-parla-limmunologa-antonella-viola-080425'],[],1,0,0,"['vaccino', 'astrazeneca', 'donne', 'parla']",[],https://twitter.com/ilmeteoit/status/1390630528592777219,False,,0,,,,,,,,[],,,,
11,1390626416337764352,1390626416337764352,2021-05-07 13:15:48 ora legale Europa occidentale,2021-05-07,13:15:48,200,1244986100331970562,factanews,FactaNews,,"✅Purtroppo sì, questa foto di persone assembrate con la mascherina e in coda per il #vaccino è vera!  https://t.co/TuDfV7H00W #COVID19",it,[],['https://facta.news/notizia-vera/2021/05/07/si-questa-foto-di-persone-assembrate-con-la-mascherina-immortala-la-coda-per-il-vaccino'],[],0,0,2,"['vaccino', 'covid19']",[],https://twitter.com/FactaNews/status/1390626416337764352,False,,0,,,,,,,,[],,,,
12,1390623816209117184,1390623816209117184,2021-05-07 13:05:28 ora legale Europa occidentale,2021-05-07,13:05:28,200,14060262,rainews,Rainews,,"Il Regno Unito ha deciso di offrire un'alternativa al #vaccino anti #COVID19 di #AstraZeneca non più solo alle persone sotto i 30 anni, ma a tutti gli under 40  https://t.co/uLAbozSVOh",it,[],['https://www.rainews.it/dl/rainews/articoli/Vaccini-Regno-Unito-offrira-alternativa-a-vaccino-AstraZeneca-a-under-40-d0303973-6599-45f9-9e6c-6064421f0315.html'],[],2,3,7,"['vaccino', 'covid19', 'astrazeneca']",[],https://twitter.com/RaiNews/status/1390623816209117184,False,,0,,,,,,,,[],,,,
13,1390612328488570883,1390612328488570880,2021-05-07 12:19:50 ora legale Europa occidentale,2021-05-07,12:19:50,200,210501383,radio1rai,Rai Radio1,,"""Viaggerò con la mia vespa allestita a mo' di libreria, incontrerò librai e lettori. Serve anche un altro #vaccino: serve mettere in circolo la lettura. Questo Paese ha bisogno di leggere di più""  📻Riascolta @Mendo_to a #Forrest con #LaLaura @bravimabasta  https://t.co/CyWOTfqlHY",it,"[{'screen_name': 'mendo_to', 'name': 'fabio mendolicchio', 'id': '1572757926'}, {'screen_name': 'bravimabasta', 'name': 'luca bottura', 'id': '191490413'}]",['https://www.raiplayradio.it/audio/2021/05/Fabio-Mendolicchio-a-Forrest-e1da07c5-f838-4abb-bda8-22378267c7c3.html'],[],0,0,1,"['vaccino', 'forrest', 'lalaura']",[],https://twitter.com/Radio1Rai/status/1390612328488570883,False,,0,,,,,,,,[],,,,
14,1390610640641961985,1390610640641961984,2021-05-07 12:13:07 ora legale Europa occidentale,2021-05-07,12:13:07,200,324818479,gds_it,Gds.it,,"#Palermo, primi seicento cinquantenni in fiera per il #vaccino. I medici: ""C'è grande interesse"". #coronavirus  https://t.co/mZZ0BPdYtj  https://t.co/mZ28KfJffd",it,[],['https://palermo.gds.it/video/cronaca/2021/05/07/palermo-primi-seicento-cinquantenni-in-fiera-per-il-vaccino-i-medici-ce-grande-interesse-f9584a38-3021-43f7-8f96-7a074c11fc6b/?utm_medium=feed&utm_source=twitter.com&utm_campaign=Feed%3A+gds_twitter_feed'],['https://pbs.twimg.com/media/E0xxAimWYAAtbcK.jpg'],1,1,1,"['palermo', 'vaccino', 'coronavirus']",[],https://twitter.com/GDS_it/status/1390610640641961985,False,,1,https://pbs.twimg.com/media/E0xxAimWYAAtbcK.jpg,,,,,,,[],,,,
15,1390607534390665218,1390607534390665216,2021-05-07 12:00:47 ora legale Europa occidentale,2021-05-07,12:00:47,200,420351046,sole24ore,IlSole24ORE,,"Lotta al #Covid, presto il #vaccino anche per i ragazzi tra 12 e 15 anni. In #Italia si registra un calo delle #nascite mai visto dal 1979 ad oggi. Se ne parla oggi a #Start, il #podcast del #Sole24Ore:  https://t.co/IPIyfDQh6e  https://t.co/HUZ73zNh2w",it,[],['https://linktr.ee/sole24ore'],"['https://pbs.twimg.com/media/E0xuLeQXoAACRX_.jpg', 'https://pbs.twimg.com/media/E0xuLmWXMAMVf_3.jpg', 'https://pbs.twimg.com/media/E0xuLuOWQAEXti0.jpg']",2,1,5,"['covid', 'vaccino', 'italia', 'nascite', 'start', 'podcast', 'sole24ore']",[],https://twitter.com/sole24ore/status/1390607534390665218,False,,1,https://pbs.twimg.com/media/E0xuLeQXoAACRX_.jpg,,,,,,,[],,,,
16,1390604408459862020,1390604408459862016,2021-05-07 11:48:21 ora legale Europa occidentale,2021-05-07,11:48:21,200,372273460,myrtamerlino,Myrta Merlino,,"Quando hai 90 anni e sei ultrafragile attendere il #vaccino per mesi è semplicemente vergognoso.   Sebastiana ogni giorno chiede al figlio ""hanno concluso qualcosa?"".   Se l'anziano non può andare a vaccinarsi, lo Stato deve andare da lui. E di corsa.   #lariachetira  #Covid_19",it,[],[],[],26,17,137,"['vaccino', 'lariachetira', 'covid_19']",[],https://twitter.com/myrtamerlino/status/1390604408459862020,False,,0,,,,,,,,[],,,,
17,1390599864564785152,1390599864564785152,2021-05-07 11:30:18 ora legale Europa occidentale,2021-05-07,11:30:18,200,221902171,lauraboldrini,laura boldrini,,In tempo di pandemia ci deve essere la sospensione dei #brevetti.   La salute viene prima del profitto delle case farmaceutiche. Il #vaccino deve essere bene comune.   La decisione di #Biden segna una svolta. L'UE colga l'occasione.   @PiazzapulitaLA7 @corradoformigli  https://t.co/0njTB21uvd,it,"[{'screen_name': 'piazzapulitala7', 'name': 'piazzapulita la7', 'id': '58453980'}, {'screen_name': 'corradoformigli', 'name': 'corrado formigli', 'id': '246910613'}]",[],[],25,54,308,"['brevetti', 'vaccino', 'biden']",[],https://twitter.com/lauraboldrini/status/1390599864564785152,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1390599807530582016/pu/img/Y0HlAwuzWtEYUBeL.jpg,,,,,,,[],,,,
18,1390587768775053314,1390587768775053312,2021-05-07 10:42:14 ora legale Europa occidentale,2021-05-07,10:42:14,200,54717228,ilmeteoit,IL METEO.it,,#VACCINO #MODERNA: scoperto il #RICHIAMO che #FUNZIONA anche contro le #VARIANTI del #COVID  https://t.co/vBWuVRUnXE,it,[],['https://www.ilmeteo.it/notizie/vaccini-scoperto-il-richiamo-che-funziona-anche-con-le-varianti-del-covid-lo-ha-annunciato-moderna-i-dettagli-073712'],[],0,1,0,"['vaccino', 'moderna', 'richiamo', 'funziona', 'varianti', 'covid']",[],https://twitter.com/ilmeteoit/status/1390587768775053314,False,,0,,,,,,,,[],,,,
19,1390582467321532419,1390582467321532416,2021-05-07 10:21:10 ora legale Europa occidentale,2021-05-07,10:21:10,200,210501383,radio1rai,Rai Radio1,,🔵#Germania equipara chi ha 2 dosi di #vaccino a chi ha test negativo. L’allentamento delle regole anticovid per vaccinati e guariti sarà in vigore dal weekend  https://t.co/B6EBFNQRIM,it,[],[],['https://pbs.twimg.com/media/E0xXP2QXMAMckFe.jpg'],0,1,1,"['germania', 'vaccino']",[],https://twitter.com/Radio1Rai/status/1390582467321532419,False,,1,https://pbs.twimg.com/media/E0xXP2QXMAMckFe.jpg,,,,,,,[],,,,
0,1391521162140737544,1391521162140737536,2021-05-10 00:31:12 ora legale Europa occidentale,2021-05-10,00:31:12,200,199194717,vanityfairit,Vanity Fair Italia,,Chi ha inventato i vaccini? Come funzionano? A cosa servono? Un modo intelligente per combattere la disinformazione a suon di domande e curiosità #Vaccino #Libri   https://t.co/qdXVPYidCC,it,[],['https://bit.ly/3h89t7I'],[],0,2,4,"['vaccino', 'libri']",[],https://twitter.com/VanityFairIt/status/1391521162140737544,False,,0,,,,,,,,[],,,,
1,1391461031969533957,1391461031969533952,2021-05-09 20:32:16 ora legale Europa occidentale,2021-05-09,20:32:16,200,54717228,ilmeteoit,IL METEO.it,,#VACCINO #ASTRAZENECA pericoloso per le #DONNE  https://t.co/tOxu042P8k,it,[],['https://www.ilmeteo.it/notizie/vaccino-astrazeneca-solo-a-uomini-over-60-per-le-donne-un-rischio-parla-limmunologa-antonella-viola-115335'],[],0,0,1,"['vaccino', 'astrazeneca', 'donne']",[],https://twitter.com/ilmeteoit/status/1391461031969533957,False,,0,,,,,,,,[],,,,
2,1391443115379150850,1391443115379150848,2021-05-09 19:21:05 ora legale Europa occidentale,2021-05-09,19:21:05,200,37175098,gqitalia,gqitalia,,Una domanda che in molti si stanno ponendo in questo momento #covid #vaccino   https://t.co/PS3DnC3i9d,it,[],['https://bit.ly/33t2Ogi'],[],0,0,0,"['covid', 'vaccino']",[],https://twitter.com/GQitalia/status/1391443115379150850,False,,0,,,,,,,,[],,,,
3,1391380505740853253,1391380505740853248,2021-05-09 15:12:17 ora legale Europa occidentale,2021-05-09,15:12:17,200,138736601,ilriformista,Il Riformista,,Ritardi nelle forniture e azioni legali #AstraZeneca #UnionEuropea #vaccino    https://t.co/yhsg6XM6CA,it,[],['https://www.ilriformista.it/lunione-europea-saluta-astrazeneca-a-giugno-niente-rinnovo-contratto-217442/'],[],1,3,8,"['astrazeneca', 'unioneuropea', 'vaccino']",[],https://twitter.com/ilriformista/status/1391380505740853253,False,,0,,,,,,,,[],,,,
4,1391370460538064896,1391370460538064896,2021-05-09 14:32:22 ora legale Europa occidentale,2021-05-09,14:32:22,200,138682072,ticinonline,Ticinonline,,"Germania: entrano oggi in vigore diversi allentamenti per chi è vaccinato, che non dovrà più, ad esempio, rispettare il coprifuoco. #vaccinati  #germania  #coprifuoco  #restrizioni  #covid19  #vaccino  #coronavirus  #pandemia  https://t.co/AguhuOcj7w",it,[],['https://www.tio.ch/1510387'],[],0,0,1,"['vaccinati', 'germania', 'coprifuoco', 'restrizioni', 'covid19', 'vaccino', 'coronavirus', 'pandemia']",[],https://twitter.com/Ticinonline/status/1391370460538064896,False,,0,,,,,,,,[],,,,
5,1391351130974789634,1391351130974789632,2021-05-09 13:15:34 ora legale Europa occidentale,2021-05-09,13:15:34,200,138682072,ticinonline,Ticinonline,,L'Ue non rinnova il contratto con AstraZeneca #astrazeneca  #ue  #contratto  #vaccino  https://t.co/6KuBydWcMH,it,[],['https://www.tio.ch/1510411'],[],0,0,0,"['astrazeneca', 'ue', 'contratto', 'vaccino']",[],https://twitter.com/Ticinonline/status/1391351130974789634,False,,0,,,,,,,,[],,,,
0,1392902469634592768,1392902469634592768,2021-05-13 20:00:02 ora legale Europa occidentale,2021-05-13,20:00:02,200,469398862,agenzia_dire,Agenzia DIRE,,"In questa edizione del Tg Politico Parlamentare: Italia in giallo, il #vaccino funziona; arriva il contratto di 'rioccupazione'; la Consulta chiede una legge contro l'#omofobia.  Scopri di più:  https://t.co/B5HWENA2UZ",it,[],['https://www.dire.it/13-05-2021/633161-tg-politico-parlamentare-edizione-del-13-maggio-2021/'],[],0,0,0,"['vaccino', 'omofobia']",[],https://twitter.com/Agenzia_Dire/status/1392902469634592768,False,,0,,,,,,,,[],,,,
1,1392895606612537344,1392895606612537344,2021-05-13 19:32:46 ora legale Europa occidentale,2021-05-13,19:32:46,200,54717228,ilmeteoit,IL METEO.it,,#VACCINO #ASTRAZENECA: rischio #TROMBOSI più alto per chi ha avuto il #COVID  https://t.co/Hl0jEQNvu1,it,[],['https://www.ilmeteo.it/notizie/vaccino-astrazeneca-il-rischio-trombosi-molto-pi-alto-per-chi-si-ammala-di-covid-lo-dice-uno-studio-075820'],[],0,0,2,"['vaccino', 'astrazeneca', 'trombosi', 'covid']",[],https://twitter.com/ilmeteoit/status/1392895606612537344,False,,0,,,,,,,,[],,,,
2,1392868583303225345,1392868583303225344,2021-05-13 17:45:23 ora legale Europa occidentale,2021-05-13,17:45:23,200,138682072,ticinonline,Ticinonline,,Un mix AstraZeneca-Pfizer per le due dosi? «È sicuro» #astrazeneca  #pfizer  #mix  #oxford  #vaccini  #università  #utilizzo  #sperimentazione  #vaccino  #sicurezza  #effetticollaterali  #coronavirus  #c  https://t.co/B9TsXLmSBP,it,[],['https://www.tio.ch/1511233'],[],0,0,0,"['astrazeneca', 'pfizer', 'mix', 'oxford', 'vaccini', 'università', 'utilizzo', 'sperimentazione', 'vaccino', 'sicurezza', 'effetticollaterali', 'coronavirus', 'c']",[],https://twitter.com/Ticinonline/status/1392868583303225345,False,,0,,,,,,,,[],,,,
3,1392840428399972358,1392840428399972352,2021-05-13 15:53:30 ora legale Europa occidentale,2021-05-13,15:53:30,200,61567461,martaottaviani,Marta Ottaviani,,"#Figliuolo annuncia inizio prenotazione #vaccino per la mia fascia da lunedì, ma #Fontana lo stoppa e ribatte: #Lombardia non prima del 20 maggio. Si può dire mai una gioia? #COVID19",it,[],[],[],10,4,46,"['figliuolo', 'vaccino', 'fontana', 'lombardia', 'covid19']",[],https://twitter.com/martaottaviani/status/1392840428399972358,False,,0,,,,,,,,[],,,,
